ANZSOCGroup,MapDetailName,Region,NumberofVictimisations,NumberofRecords,OccurrenceDayOfWeek,Weapon,YearMonth
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Mon,NotStated,1/11/14
AggravatedSexualAssault,Kirks.,NelsonRegion,1,1,Mon,NotStated,1/11/14
AggravatedSexualAssault,Witherlea.,MarlboroughRegion,1,1,Mon,NotStated,1/11/14
AggravatedSexualAssault,BarringtonNorth.,CanterburyRegion,1,1,Sat,NotStated,1/11/14
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Sun,NotStated,1/11/14
AggravatedSexualAssault,Bronte.,NelsonRegion,1,1,Sun,NotStated,1/11/14
AggravatedSexualAssault,Beachlands-Maraetai.,AucklandRegion,1,1,Mon,NotStated,1/01/15
AggravatedSexualAssault,Akina.,Hawke'sBayRegion,1,1,Fri,NotStated,1/01/15
AggravatedSexualAssault,Viscount.,AucklandRegion,1,1,Sun,NotStated,1/12/14
AggravatedSexualAssault,Otangarei.,NorthlandRegion,1,1,Fri,NotStated,1/02/15
AggravatedSexualAssault,BrownsBay.,AucklandRegion,1,1,Sat,NotStated,1/02/15
AggravatedSexualAssault,Ensors.,CanterburyRegion,1,1,Fri,NotStated,1/02/15
AggravatedSexualAssault,WaimumuNorth.,AucklandRegion,1,1,Tue,NotStated,1/07/14
AggravatedSexualAssault,Rehia-Oneriri.,NorthlandRegion,1,1,UNKNOWN,NotStated,1/07/14
Non-AggravatedSexualAssault,Balmoral.,AucklandRegion,1,1,Sun,NotApplicable,1/01/15
AggravatedSexualAssault,FavonaSouth.,AucklandRegion,1,1,Fri,NotStated,1/01/15
AggravatedSexualAssault,RivertonWest.,SouthlandRegion,1,1,Wed,NotApplicable,1/10/14
Non-AggravatedSexualAssault,,,0,1,Sun,NotApplicable,1/11/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/11/14
Non-AggravatedSexualAssault,,,0,1,Sat,NotApplicable,1/11/14
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/11/14
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/11/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/11/14
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/11/14
AggravatedSexualAssault,StanmoreBayEast.,AucklandRegion,1,1,Wed,NotStated,1/07/14
AggravatedSexualAssault,Styx.,CanterburyRegion,1,1,Mon,NotStated,1/07/14
AggravatedSexualAssault,AshburtonCentralEast.,CanterburyRegion,1,1,Sun,NotStated,1/07/14
AggravatedSexualAssault,Paengaroa.,BayofPlentyRegion,1,1,Sun,NotStated,1/07/14
AggravatedSexualAssault,Greerton.,BayofPlentyRegion,1,1,Wed,NotStated,1/07/14
AggravatedSexualAssault,EdenTerrace.,AucklandRegion,1,1,Sat,NotStated,1/01/15
AggravatedSexualAssault,PuhinuiNorth.,AucklandRegion,1,1,Thu,NotApplicable,1/01/15
AggravatedSexualAssault,Ensors.,CanterburyRegion,1,1,Mon,NotStated,1/02/15
AggravatedSexualAssault,RangioraCentral.,CanterburyRegion,1,1,Sat,NotStated,1/02/15
AggravatedSexualAssault,Casebrook.,CanterburyRegion,1,1,Sun,NotStated,1/02/15
AggravatedSexualAssault,Glenwood.,CanterburyRegion,1,1,Sun,NotStated,1/02/15
AggravatedSexualAssault,Strowan.,CanterburyRegion,1,1,Tue,NotStated,1/02/15
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Tue,NotStated,1/02/15
AggravatedSexualAssault,Ensors.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/02/15
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/02/15
AggravatedSexualAssault,Inlet-WaitemataHarbour.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,Wiri.,AucklandRegion,1,1,Sun,NotStated,1/01/15
AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Sat,NotStated,1/09/14
Non-AggravatedSexualAssault,TakaniniSouth.,AucklandRegion,1,1,Sat,NotApplicable,1/11/14
Non-AggravatedSexualAssault,PuhinuiNorth.,AucklandRegion,3,1,Thu,NotApplicable,1/01/15
Non-AggravatedSexualAssault,NewPlymouthCentral.,TaranakiRegion,1,1,Sat,NotApplicable,1/01/15
AggravatedSexualAssault,WeymouthWest.,AucklandRegion,1,1,UNKNOWN,NotStated,1/12/14
AggravatedSexualAssault,Tokorangi-Hiwinui.,Manawatu-WanganuiRegion,1,1,Mon,NotStated,1/12/14
AggravatedSexualAssault,Otangarei.,NorthlandRegion,1,1,UNKNOWN,NotStated,1/12/14
AggravatedSexualAssault,PointChevalierWest.,AucklandRegion,1,1,Tue,NotStated,1/01/15
AggravatedSexualAssault,Murvale.,AucklandRegion,1,1,Tue,NotStated,1/09/14
AggravatedSexualAssault,PapakuraNorth.,AucklandRegion,1,1,Tue,NotApplicable,1/11/14
AggravatedSexualAssault,Highbrook.,AucklandRegion,1,1,Sun,NotApplicable,1/10/14
Non-AggravatedSexualAssault,MatamataSouth.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/08/14
AggravatedSexualAssault,OwhataWest.,BayofPlentyRegion,1,1,Sat,NotApplicable,1/08/14
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,WanganuiCentral.,Manawatu-WanganuiRegion,2,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,Aidanfield.,CanterburyRegion,1,1,Mon,NotApplicable,1/03/15
AggravatedSexualAssault,Phillipstown.,CanterburyRegion,1,1,Mon,NotApplicable,1/03/15
AggravatedSexualAssault,DurhamGreen.,AucklandRegion,1,1,UNKNOWN,NotStated,1/12/14
AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,UNKNOWN,NotStated,1/01/15
AggravatedSexualAssault,OnehungaSouthWest.,AucklandRegion,1,1,UNKNOWN,NotStated,1/09/14
AggravatedSexualAssault,,,0,1,Tue,NotApplicable,1/03/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,,,0,1,Sat,NotApplicable,1/03/15
AggravatedSexualAssault,,,0,1,Sun,NotApplicable,1/03/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/03/15
AggravatedSexualAssault,Oceanic-TasmanRegion.,TasmanRegion,1,1,UNKNOWN,NotApplicable,1/03/15
Non-AggravatedSexualAssault,MarlboroughSoundsCoastalMarine.,MarlboroughRegion,1,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,Raglan.,WaikatoRegion,1,1,Fri,NotStated,1/07/14
AggravatedSexualAssault,Otaua.,WaikatoRegion,1,1,Sun,NotStated,1/07/14
AggravatedSexualAssault,Kuirau.,BayofPlentyRegion,1,1,Tue,NotStated,1/07/14
Non-AggravatedSexualAssault,SouthDunedin.,OtagoRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Sat,NotApplicable,1/07/14
AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Sat,NotApplicable,1/07/14
Non-AggravatedSexualAssault,SouthDunedin.,OtagoRegion,1,1,Wed,NotApplicable,1/07/14
AggravatedSexualAssault,Wanaka.,OtagoRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,OtagoUniversity.,OtagoRegion,1,1,Sat,NotStated,1/07/14
AggravatedSexualAssault,Crinan.,SouthlandRegion,1,1,Fri,NotApplicable,1/07/14
AggravatedSexualAssault,Dacre.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/07/14
AggravatedSexualAssault,OtakaroPark.,SouthlandRegion,1,1,Fri,NotStated,1/07/14
AggravatedSexualAssault,EpuniWest.,WellingtonRegion,1,1,Tue,NotStated,1/11/14
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Wed,NotStated,1/11/14
AggravatedSexualAssault,Bellevue.,BayofPlentyRegion,1,1,Tue,NotStated,1/11/14
AggravatedSexualAssault,Silverdale.,WaikatoRegion,1,1,Mon,NotStated,1/11/14
AggravatedSexualAssault,Silverdale.,WaikatoRegion,1,1,Mon,NotStated,1/11/14
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Sun,NotStated,1/11/14
AggravatedSexualAssault,HuntlyEast.,WaikatoRegion,1,1,Thu,NotStated,1/11/14
AggravatedSexualAssault,Putaruru.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/11/14
Non-AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Thu,NotApplicable,1/10/14
AggravatedSexualAssault,RandwickPark.,AucklandRegion,1,1,Tue,NotApplicable,1/09/14
Non-AggravatedSexualAssault,PapakuraNorthEast.,AucklandRegion,1,1,Wed,NotStated,1/11/14
AggravatedSexualAssault,GisborneCentral.,GisborneRegion,1,1,Fri,NotApplicable,1/11/14
AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/11/14
AggravatedSexualAssault,TaradaleSouth.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/11/14
AggravatedSexualAssault,NelsonPark.,Hawke'sBayRegion,1,1,Mon,NotApplicable,1/11/14
Non-AggravatedSexualAssault,GisborneCentral.,GisborneRegion,1,1,Mon,NotApplicable,1/11/14
Non-AggravatedSexualAssault,OnekawaCentral.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/11/14
AggravatedSexualAssault,HavelockNorthCentral.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,Meeanee.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/11/14
AggravatedSexualAssault,Delaney.,WellingtonRegion,1,1,Wed,NotApplicable,1/11/14
Non-AggravatedSexualAssault,WhenuapaiWest.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/01/15
Non-AggravatedSexualAssault,WillisStreet-CambridgeTerrace.,WellingtonRegion,1,1,Fri,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Bromley.,CanterburyRegion,1,1,Mon,NotApplicable,1/01/15
Non-AggravatedSexualAssault,HagleyPark.,CanterburyRegion,1,1,Sat,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Waiotahi.,BayofPlentyRegion,1,1,UNKNOWN,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Sherbourne.,AucklandRegion,1,1,Fri,NotApplicable,1/11/14
AggravatedSexualAssault,Rawhiti.,CanterburyRegion,1,1,Sun,NotStated,1/03/15
AggravatedSexualAssault,HagleyPark.,CanterburyRegion,1,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,TeRerenga.,WaikatoRegion,1,1,UNKNOWN,NotApplicable,1/03/15
AggravatedSexualAssault,Twyford.,Hawke'sBayRegion,1,1,Sun,NotStated,1/03/15
AggravatedSexualAssault,Parkvale.,Hawke'sBayRegion,1,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,SnellsBeach.,AucklandRegion,1,1,UNKNOWN,NotStated,1/12/14
AggravatedSexualAssault,Grampians.,NelsonRegion,1,1,UNKNOWN,NotStated,1/12/14
AggravatedSexualAssault,Greerton.,BayofPlentyRegion,1,1,Fri,NotStated,1/12/14
AggravatedSexualAssault,Enderley.,WaikatoRegion,1,1,Sun,NotStated,1/12/14
AggravatedSexualAssault,Nawton.,WaikatoRegion,1,1,Tue,NotStated,1/12/14
AggravatedSexualAssault,TeAwamutuCentral.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/12/14
AggravatedSexualAssault,BledisloePark.,AucklandRegion,1,1,Mon,NotStated,1/03/15
Non-AggravatedSexualAssault,TeRapa.,WaikatoRegion,1,1,Fri,NotApplicable,1/01/15
Non-AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Thu,NotStated,1/01/15
Non-AggravatedSexualAssault,TeAwamutuEast.,WaikatoRegion,1,1,Fri,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Rosehill.,AucklandRegion,1,1,Sun,NotApplicable,1/01/15
AggravatedSexualAssault,Manly.,AucklandRegion,1,1,Fri,NotStated,1/01/15
Non-AggravatedSexualAssault,PapakuraCentral.,AucklandRegion,1,1,Mon,NotApplicable,1/03/15
AggravatedSexualAssault,OtakaroPark.,SouthlandRegion,1,1,Tue,NotApplicable,1/11/14
Non-AggravatedSexualAssault,Grasmere.,SouthlandRegion,1,1,Wed,NotApplicable,1/11/14
AggravatedSexualAssault,Heidelberg.,SouthlandRegion,1,1,Sun,NotApplicable,1/11/14
AggravatedSexualAssault,Richmond.,SouthlandRegion,1,1,Mon,NotStated,1/11/14
AggravatedSexualAssault,Meeanee.,Hawke'sBayRegion,1,1,Fri,NotApplicable,1/08/14
AggravatedSexualAssault,UpperHuttCentral.,WellingtonRegion,1,1,Sat,NotApplicable,1/08/14
Non-AggravatedSexualAssault,Arakura.,WellingtonRegion,1,1,Sat,NotApplicable,1/08/14
Non-AggravatedSexualAssault,TrenthamSouth.,WellingtonRegion,1,1,Sat,OtherWeapon,1/08/14
AggravatedSexualAssault,OuterKaiti.,GisborneRegion,1,1,Sun,NotApplicable,1/08/14
AggravatedSexualAssault,OnekawaSouth.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/08/14
AggravatedSexualAssault,NaenaeSouth.,WellingtonRegion,1,1,Sun,NotApplicable,1/08/14
AggravatedSexualAssault,Ahuriri.,Hawke'sBayRegion,1,1,Thu,NotApplicable,1/08/14
AggravatedSexualAssault,Camberley.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/08/14
AggravatedSexualAssault,DannevirkeEast.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/08/14
AggravatedSexualAssault,DannevirkeEast.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotApplicable,1/08/14
Non-AggravatedSexualAssault,PapakuraNorth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/09/14
AggravatedSexualAssault,TeKaraka.,GisborneRegion,1,1,Mon,NotApplicable,1/09/14
AggravatedSexualAssault,Maraenui.,Hawke'sBayRegion,1,1,Mon,NotStated,1/09/14
AggravatedSexualAssault,KaitiNorth.,GisborneRegion,1,1,Sat,NotApplicable,1/09/14
AggravatedSexualAssault,Wallaceville.,WellingtonRegion,1,1,Sun,NotApplicable,1/09/14
Non-AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,Sun,NotApplicable,1/09/14
AggravatedSexualAssault,Poukawa.,Hawke'sBayRegion,1,1,Thu,NotApplicable,1/09/14
AggravatedSexualAssault,Tamarau.,GisborneRegion,1,1,UNKNOWN,NotApplicable,1/09/14
AggravatedSexualAssault,Maraekakaho.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/09/14
Non-AggravatedSexualAssault,HastingsCentral.,Hawke'sBayRegion,1,1,Wed,NotApplicable,1/09/14
AggravatedSexualAssault,OrakeiSouth.,AucklandRegion,1,1,Sun,NotStated,1/03/15
AggravatedSexualAssault,KelstonCentral.,AucklandRegion,1,1,Wed,NotStated,1/01/15
AggravatedSexualAssault,Viscount.,AucklandRegion,1,1,Fri,NotApplicable,1/08/14
Non-AggravatedSexualAssault,OrakeiNorth.,AucklandRegion,1,1,Tue,NotApplicable,1/10/14
Non-AggravatedSexualAssault,PuhinuiSouth.,AucklandRegion,1,1,Fri,NotApplicable,1/11/14
AggravatedSexualAssault,GlenholmeWest.,BayofPlentyRegion,1,1,Fri,NotStated,1/12/14
AggravatedSexualAssault,Fernhill.,OtagoRegion,1,1,Fri,NotApplicable,1/12/14
Non-AggravatedSexualAssault,Vauxhall.,OtagoRegion,1,1,Sat,NotApplicable,1/12/14
AggravatedSexualAssault,Harbourside.,OtagoRegion,1,1,UNKNOWN,NotApplicable,1/12/14
Non-AggravatedSexualAssault,Wanaka.,OtagoRegion,1,1,Wed,NotApplicable,1/12/14
AggravatedSexualAssault,Forbury.,OtagoRegion,1,1,Sat,NotStated,1/12/14
Non-AggravatedSexualAssault,Gladstone-Avenal.,SouthlandRegion,1,1,UNKNOWN,NotApplicable,1/12/14
AggravatedSexualAssault,MangereSouth.,AucklandRegion,1,1,Fri,NotApplicable,1/08/14
AggravatedSexualAssault,AucklandHarbourside.,AucklandRegion,1,1,UNKNOWN,NotStated,1/10/14
Non-AggravatedSexualAssault,Burbank.,AucklandRegion,1,1,Fri,NotApplicable,1/11/14
AggravatedSexualAssault,BledisloePark.,AucklandRegion,1,1,Thu,NotApplicable,1/03/15
AggravatedSexualAssault,OtaraNorth.,AucklandRegion,1,1,UNKNOWN,NotStated,1/09/14
AggravatedSexualAssault,WaitaraEast.,TaranakiRegion,1,1,Sun,NotStated,1/09/14
AggravatedSexualAssault,LevinSouth.,Manawatu-WanganuiRegion,1,1,UNKNOWN,NotStated,1/09/14
AggravatedSexualAssault,TikipungaWest.,NorthlandRegion,1,1,Tue,NotStated,1/09/14
AggravatedSexualAssault,Mahora.,Hawke'sBayRegion,1,1,Sat,NotApplicable,1/12/14
Non-AggravatedSexualAssault,Tamarau.,GisborneRegion,1,1,Thu,NotApplicable,1/12/14
AggravatedSexualAssault,Wharekaka.,GisborneRegion,1,1,Tue,NotApplicable,1/12/14
AggravatedSexualAssault,Camberley.,Hawke'sBayRegion,1,1,Tue,NotApplicable,1/12/14
Non-AggravatedSexualAssault,Wallaceville.,WellingtonRegion,1,1,Tue,NotApplicable,1/12/14
Non-AggravatedSexualAssault,Mahora.,Hawke'sBayRegion,1,1,UNKNOWN,NotApplicable,1/12/14
Non-AggravatedSexualAssault,HomedaleWest.,WellingtonRegion,1,1,UNKNOWN,NotApplicable,1/12/14
AggravatedSexualAssault,Middlemore.,AucklandRegion,1,1,Fri,NotStated,1/12/14
AggravatedSexualAssault,ManukauCentral.,AucklandRegion,1,1,Fri,NotApplicable,1/09/14
AggravatedSexualAssault,Middlemore.,AucklandRegion,1,1,Fri,NotStated,1/12/14
Non-AggravatedSexualAssault,AucklandCentralEast.,AucklandRegion,1,1,Fri,NotApplicable,1/12/14
AggravatedSexualAssault,MtWellingtonSouth.,AucklandRegion,1,1,Mon,NotApplicable,1/12/14
Non-AggravatedSexualAssault,MangereSouth.,AucklandRegion,1,1,Fri,NotApplicable,1/09/14
AggravatedSexualAssault,Mascot.,AucklandRegion,1,1,Mon,NotApplicable,1/09/14
AggravatedSexualAssault,OtahuhuWest.,AucklandRegion,1,1,Mon,NotApplicable,1/12/14
Non-AggravatedSexualAssault,ArchHill.,AucklandRegion,1,1,Mon,NotApplicable,1/09/14
AggravatedSexualAssault,Rowandale.,AucklandRegion,1,1,Wed,NotStated,1/01/15
AggravatedSexualAssault,AucklandCentralWest.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,LynfieldNorth.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,Roberton.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,Wiri.,AucklandRegion,1,1,Wed,NotStated,1/01/15
AggravatedSexualAssault,PapakowhaiSouth.,WellingtonRegion,1,1,Sat,NotStated,1/01/15
AggravatedSexualAssault,Toko.,TaranakiRegion,1,1,Sun,NotStated,1/01/15
AggravatedSexualAssault,PalmerstonNorthHospital.,Manawatu-WanganuiRegion,1,1,Tue,NotStated,1/01/15
AggravatedSexualAssault,CannonsCreekNorth.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/01/15
AggravatedSexualAssault,PoriruaCentral.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/01/15
AggravatedSexualAssault,Motutangi-Kareponia.,NorthlandRegion,1,1,Mon,NotStated,1/01/15
AggravatedSexualAssault,RedBeachEast.,AucklandRegion,1,1,Sat,NotStated,1/01/15
AggravatedSexualAssault,CloverPark.,AucklandRegion,1,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,PlayfordPark.,Manawatu-WanganuiRegion,1,1,Fri,NotStated,1/03/15
AggravatedSexualAssault,FeildingWest.,Manawatu-WanganuiRegion,1,1,Mon,NotStated,1/03/15
AggravatedSexualAssault,TawaCentral.,WellingtonRegion,1,1,Mon,NotStated,1/03/15
AggravatedSexualAssault,PapakowhaiSouth.,WellingtonRegion,1,1,Wed,NotStated,1/03/15
AggravatedSexualAssault,GlenfieldCentral.,AucklandRegion,1,1,Mon,NotStated,1/03/15
AggravatedSexualAssault,SherwoodRise.,NorthlandRegion,1,1,Sun,NotStated,1/03/15
AggravatedSexualAssault,WaimumuSouth.,AucklandRegion,1,1,Sun,NotStated,1/03/15
AggravatedSexualAssault,Westlake.,AucklandRegion,1,1,Tue,NotStated,1/03/15
AggravatedSexualAssault,SherwoodRise.,NorthlandRegion,1,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,Redwoodtown.,MarlboroughRegion,1,1,Mon,NotStated,1/03/15
AggravatedSexualAssault,EpuniWest.,WellingtonRegion,1,1,Sun,NotStated,1/03/15
AggravatedSexualAssault,LinwoodEast.,CanterburyRegion,1,1,Sun,NotStated,1/03/15
AggravatedSexualAssault,MtSomers.,CanterburyRegion,1,1,Thu,NotStated,1/03/15
AggravatedSexualAssault,HalswellDomain.,CanterburyRegion,1,1,Thu,NotStated,1/03/15
AggravatedSexualAssault,Trafalgar.,NelsonRegion,1,1,Tue,NotStated,1/03/15
AggravatedSexualAssault,Otakiri.,BayofPlentyRegion,2,1,Mon,NotApplicable,1/03/15
AggravatedSexualAssault,Ohope.,BayofPlentyRegion,1,1,UNKNOWN,NotStated,1/03/15
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Fri,NotStated,1/01/15
AggravatedSexualAssault,MtVictoriaWest.,WellingtonRegion,1,1,Mon,NotStated,1/01/15
AggravatedSexualAssault,CathedralSquare.,CanterburyRegion,1,1,Mon,NotStated,1/01/15
AggravatedSexualAssault,TimaruGardens.,CanterburyRegion,1,1,Sat,NotStated,1/01/15
AggravatedSexualAssault,Temuka.,CanterburyRegion,1,1,Sun,NotStated,1/01/15
AggravatedSexualAssault,Edgeware.,CanterburyRegion,1,1,Tue,NotStated,1/01/15
AggravatedSexualAssault,Sydenham.,CanterburyRegion,1,1,Tue,NotStated,1/01/15
AggravatedSexualAssault,Wai-Iti.,TasmanRegion,1,1,Tue,NotStated,1/01/15
AggravatedSexualAssault,NewtownWest.,WellingtonRegion,1,1,UNKNOWN,NotStated,1/01/15
AggravatedSexualAssault,,,0,1,UNKNOWN,NotStated,1/01/15
Non-AggravatedSexualAssault,,,0,1,Wed,NotApplicable,1/01/15
AggravatedSexualAssault,,,0,1,Mon,NotApplicable,1/01/15
AggravatedSexualAssault,,,0,1,Sun,NotStated,1/01/15
AggravatedSexualAssault,,,0,1,Thu,NotApplicable,1/01/15
AggravatedSexualAssault,,,0,1,UNKNOWN,None,1/01/15
AggravatedSexualAssault,Oceanic-AucklandRegionWest.,AucklandRegion,2,1,Mon,NotApplicable,1/01/15
AggravatedSexualAssault,Inlet-WaitemataHarbour.,AucklandRegion,1,1,Wed,NotStated,1/01/15
AggravatedSexualAssault,UpperRiccarton.,CanterburyRegion,1,1,UNKNOWN,NotStated,1/01/15
AggravatedSexualAssault,Omanu.,BayofPlentyRegion,1,1,Sun,NotStated,1/01/15
AggravatedSexualAssault,TaurangaHospital.,BayofPlentyRegion,1,1,Thu,NotStated,1/01/15
AggravatedSexualAssault,Melville.,WaikatoRegion,1,1,Fri,NotStated,1/01/15
AggravatedSexualAssault,Swarbrick.,WaikatoRegion,1,1,Fri,NotStated,1/01/15
AggravatedSexualAssault,HamiltonCentral.,WaikatoRegion,1,1,Mon,NotStated,1/01/15
AggravatedSexualAssault,Chedworth.,WaikatoRegion,1,1,Tue,NotStated,1/01/15
AggravatedSexualAssault,Swarbrick.,WaikatoRegion,1,1,Wed,NotStated,1/01/15
AggravatedSexualAssault,PukekoheNorth.,AucklandRegion,1,1,Tue,NotApplicable,1/01/15
AggravatedSexualAssault,Eketahuna.,Manawatu-WanganuiRegion,1,1,Fri,NotStated,1/01/15
AggravatedSexualAssault,EmeraldHill.,WellingtonRegion,1,1,Mon,NotApplicable,1/01/15
AggravatedSexualAssault,FlaxmereEast.,Hawke'sBayRegion,1,1,Sat,NotStated,1/01/15
AggravatedSexualAssault,Holborn.,WellingtonRegion,1,1,Sun,NotApplicable,1/01/15
AggravatedSexualAssault,KaitiSouth.,GisborneRegion,1,1,Wed,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Whataupoko.,GisborneRegion,1,1,Wed,NotStated,1/01/15
AggravatedSexualAssault,OneTreeHillCentral.,AucklandRegion,1,1,Fri,NotApplicable,1/01/15
AggravatedSexualAssault,ElsmorePark.,AucklandRegion,1,1,Fri,NotApplicable,1/01/15
AggravatedSexualAssault,Burbank.,AucklandRegion,1,1,Mon,NotApplicable,1/01/15
AggravatedSexualAssault,Wiri.,AucklandRegion,1,1,Mon,NotApplicable,1/01/15
AggravatedSexualAssault,Rongomai.,AucklandRegion,1,1,Sun,NotApplicable,1/01/15
AggravatedSexualAssault,Springleigh.,AucklandRegion,1,1,Thu,NotApplicable,1/01/15
AggravatedSexualAssault,Mascot.,AucklandRegion,1,1,Thu,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Opanuku.,AucklandRegion,1,1,Thu,NotApplicable,1/01/15
Non-AggravatedSexualAssault,PapatoetoeCentral.,AucklandRegion,1,1,Thu,NotApplicable,1/01/15
AggravatedSexualAssault,OtahuhuWest.,AucklandRegion,1,1,Tue,NotApplicable,1/01/15
AggravatedSexualAssault,OtahuhuWest.,AucklandRegion,1,1,Tue,NotStated,1/01/15
AggravatedSexualAssault,KelstonCentral.,AucklandRegion,2,1,UNKNOWN,NotApplicable,1/01/15
AggravatedSexualAssault,MissionBay.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/01/15
AggravatedSexualAssault,MangereCentral.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/01/15
AggravatedSexualAssault,ClendonSouth.,AucklandRegion,1,1,UNKNOWN,NotApplicable,1/01/15
AggravatedSexualAssault,Hamlin.,AucklandRegion,1,1,Wed,NotApplicable,1/01/15
AggravatedSexualAssault,TaupoCentral.,WaikatoRegion,1,1,UNKNOWN,NotStated,1/01/15
AggravatedSexualAssault,OamaruCentral.,OtagoRegion,1,1,Thu,NotApplicable,1/01/15
AggravatedSexualAssault,GreenIsland.,OtagoRegion,1,1,Thu,NotApplicable,1/01/15
Non-AggravatedSexualAssault,HighSt-StuartSt.,OtagoRegion,1,1,Thu,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Cromwell.,OtagoRegion,1,1,Fri,NotApplicable,1/01/15
AggravatedSexualAssault,StuartSt-FrederickSt.,OtagoRegion,1,1,Mon,NotApplicable,1/01/15
Non-AggravatedSexualAssault,Wanaka.,OtagoRegion,1,1,Sun,NotApplicable,1/01/15
Non-AggravatedSexualAssault,EastTaieri.,OtagoRegion,1,1,Thu,NotApplicable,1/01/15
